top - 11:54:46 up  1:09,  1 user,  load average: 1.67, 1.11, 0.92
    110 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kblockd
    111 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 blkcg_punt_bio
    112 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 tpm_dev_wq
    113 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ata_sff
    114 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 md
    115 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 md_bitmap
    116 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 edac-poller
    117 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 devfreq_wq
    118 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 watchdogd
    120 root       0 -20       0      0      0 I   0.0   0.0   0:00.02 kworker/0:1H-kblockd
    121 root      20   0       0      0      0 S   0.0   0.0   0:15.62 kswapd0
    122 root      20   0       0      0      0 S   0.0   0.0   0:00.00 ecryptfs-kthread
    124 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kthrotld
    125 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 acpi_thermal_pm
    134 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 mld
    135 root       0 -20       0      0      0 I   0.0   0.0   0:00.01 kworker/2:1H-kblockd
    136 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ipv6_addrconf
    143 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kstrp
    149 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/u29:0
    154 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 charger_manager
    173 root       0 -20       0      0      0 I   0.0   0.0   0:00.02 kworker/6:1H-kblockd
    175 root      20   0   11476   3224   2688 S   0.0   0.0   0:02.79 systemd-udevd
    177 root       0 -20       0      0      0 I   0.0   0.0   0:00.02 kworker/13:1H-kblockd
    191 root       0 -20       0      0      0 I   0.0   0.0   0:00.01 kworker/12:1H-kblockd
    192 root       0 -20       0      0      0 I   0.0   0.0   0:00.01 kworker/10:1H-kblockd
    193 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/5:1H-kblockd
    194 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker/4:1H-kblockd
    195 root       0 -20       0      0      0 I   0.0   0.0   0:00.02 kworker/7:1H-kblockd
    196 root       0 -20       0      0      0 I   0.0   0.0   0:00.01 kworker/1:1H-kblockd
    197 root       0 -20       0      0      0 I   0.0   0.0   0:00.01 kworker/11:1H-kblockd
    198 root       0 -20       0      0      0 I   0.0   0.0   0:00.01 kworker/8:1H-kblockd
    199 root       0 -20       0      0      0 I   0.0   0.0   0:00.01 kworker/9:1H-kblockd
    203 root       0 -20       0      0      0 I   0.0   0.0   0:00.01 kworker/3:1H-kblockd
    225 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 i40e
    226 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nvme-wq
    227 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nvme-reset-wq
    228 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nvme-delete-wq
    229 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nvme-auth-wq
    241 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ixgbe
    257 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh_0
    258 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 scsi_tmf_0
    259 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh_1
    260 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 scsi_tmf_1
    261 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh_2
    262 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 scsi_tmf_2
    263 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh_3
    264 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 scsi_tmf_3
    265 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh_4
    266 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 scsi_tmf_4
    267 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh_5
    268 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 scsi_tmf_5
    269 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh_6
    270 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 scsi_tmf_6
    271 root      20   0       0      0      0 S   0.0   0.0   0:00.00 scsi_eh_7
    272 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 scsi_tmf_7
    280 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/40-1-0008
    283 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kdmflush/252:0
    284 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kdmflush/252:1
    290 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/51-2-0008
    292 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 1-0008-con1
    293 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 2-0008-con1
    326 root      20   0       0      0      0 S   0.0   0.0   0:00.96 jbd2/dm-1-8
    327 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ext4-rsv-conver
    371 root      19  -1  151064  91844  90948 S   0.0   0.1   0:06.43 systemd-journal
    406 root      20   0   29404   6912   4864 S   0.0   0.0   0:03.53 systemd-udevd
    497 root     -51   0       0      0      0 S   0.0   0.0   0:00.00 irq/162-mei_me
    604 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 led_workqueue
    651 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 cryptd
    664 root      20   0       0      0      0 S   0.0   0.0   0:00.00 jbd2/nvme0n1p1-8
    665 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 ext4-rsv-conver
    671 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nv_queue
    672 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nv_queue
    710 systemd+  20   0   14832   5888   5760 S   0.0   0.0   0:06.57 systemd-oomd
    711 systemd+  20   0   25800   8832   8448 S   0.0   0.0   0:03.28 systemd-resolve
    715 root      16  -4   13800   1920   1920 S   0.0   0.0   0:00.71 auditd
    739 root      20   0       0      0      0 S   0.0   0.0   0:00.00 audit_prune_tree
    745 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 nfit
    746 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nvidia-modeset/kthread_q
    747 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nvidia-modeset/deferred_close_kthread_q
    768 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM global queue
    769 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM deferred release queue
    770 root      20   0       0      0      0 S   0.0   0.0   0:00.00 UVM Tools Event Queue
    791 root      20   0    2816   1920   1920 S   0.0   0.0   0:00.61 acpid
    793 avahi     20   0   10448   3840   3840 S   0.0   0.0   0:01.81 avahi-daemon
    794 message+  20   0   14044   7600   4352 S   0.0   0.0   0:09.73 dbus-daemon
    804 root      20   0   40808  11136  11136 S   0.0   0.0   0:00.06 networkd-dispat
    809 root      20   0  239460   8464   7228 S   0.0   0.0   0:03.88 polkitd
    812 root      20   0    5320   1536   1536 S   0.0   0.0   0:01.92 nvidia-persiste
    814 root      20   0  237492   6528   6528 S   0.0   0.0   0:00.01 power-profiles-
    815 syslog    20   0  446180   5056   4348 S   0.0   0.0   0:02.21 rsyslogd
    819 root     -51   0       0      0      0 S   0.0   0.0   0:00.43 irq/173-nvidia
    820 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nvidia
    821 root      20   0       0      0      0 S   0.0   0.0   0:00.25 nv_queue
    827 root      20   0 2208912  17304   5376 S   0.0   0.0   0:10.04 snapd
    831 root      20   0  240476   7156   7156 S   0.0   0.0   0:00.47 accounts-daemon
    833 root      20   0    9256   3172   2916 S   0.0   0.0   0:00.00 cron
    835 root      20   0  233776   6144   6144 S   0.0   0.0   0:00.01 switcheroo-cont
    841 root      20   0   50636   7176   6656 S   0.0   0.0   0:00.74 systemd-logind
    844 root      20   0  395436  11664   9488 S   0.0   0.0   0:02.69 udisksd
    846 root      20   0   16500   4224   4096 S   0.0   0.0   0:00.00 wpa_supplicant
    855 avahi     20   0    9856   1176   1024 S   0.0   0.0   0:00.00 avahi-daemon
    903 root      20   0  317964   7888   7120 S   0.0   0.0   0:01.29 ModemManager
    906 root      20   0  140956  32968  17380 S   0.0   0.1   0:02.58 firewalld
   1003 root      20   0  880560  20776  13744 S   0.0   0.0   0:14.81 NetworkManager
   1022 root      20   0   72680  11892  11124 S   0.0   0.0   0:00.02 cupsd
   1033 root      20   0 2613412  55424  31744 S   0.0   0.1   0:08.41 containerd
   1040 root      20   0   14600   1688   1664 S   0.0   0.0   0:00.00 xrdp-sesman
   1046 root      20   0   17716   6764   6764 S   0.0   0.0   0:00.00 sshd
   1056 _chrony   20   0   21264   3716   3304 S   0.0   0.0   0:00.42 chronyd
   1060 lp        20   0   18564   6144   5760 S   0.0   0.0   0:00.00 dbus
   1061 _chrony   20   0   12960   2712   2432 S   0.0   0.0   0:00.37 chronyd
   1062 lp        20   0   18564   6224   5840 S   0.0   0.0   0:00.00 dbus
   1073 xrdp      20   0   12324   1688   1536 S   0.0   0.0   0:00.00 xrdp
   1280 root     -51   0       0      0      0 S   0.0   0.0   0:36.37 irq/174-nvidia
   1281 root      20   0       0      0      0 S   0.0   0.0   0:00.00 nvidia
   1282 root      20   0       0      0      0 S   0.0   0.0   0:00.31 nv_queue
   1411 root      20   0  176648  12032   9472 S   0.0   0.0   0:01.22 cups-browsed
   1417 root      20   0 6404076  80756  22844 S   0.0   0.1   0:28.74 dockerd
   1437 kernoops  20   0   13088   1796   1664 S   0.0   0.0   0:00.00 kerneloops
   1446 kernoops  20   0   13088   1696   1664 S   0.0   0.0   0:00.00 kerneloops
   1461 root      20   0 1746052  30008  14208 S   0.0   0.0   0:15.97 adclient
   1462 root      20   0   87196   2944   2816 S   0.0   0.0   0:00.09 cdcwatch
   1619 root      20   0  241100   8440   8056 S   0.0   0.0   0:00.04 gdm3
   1795 rtkit     21   1  156364   3200   3200 S   0.0   0.0   0:00.04 rtkit-daemon
   2072 root      20   0  239708   7424   7296 S   0.0   0.0   0:00.10 upowerd
   4440 root      20   0  298052  15720  14824 S   0.0   0.0   0:01.14 packagekitd
   4641 colord    20   0  245260   9372   9284 S   0.0   0.0   0:00.15 colord
   6431 root      20   0  172444  10096   8944 S   0.0   0.0   0:00.02 gdm-session-wor
   6508 prathik+  20   0   18344  10240   7552 S   0.0   0.0   0:03.25 systemd
   6515 prathik+  20   0  176208   5316   1664 S   0.0   0.0   0:00.00 (sd-pam)
   6522 prathik+   9 -11   39324   5332   5204 S   0.0   0.0   0:00.01 pipewire
   6523 prathik+  20   0   23236   5120   5120 S   0.0   0.0   0:00.04 pipewire-media-
   6524 prathik+   9 -11 1870172  21268  19348 S   0.0   0.0   0:00.25 pulseaudio
   6528 prathik+  20   0  238324   7192   6528 S   0.0   0.0   0:00.21 gnome-keyring-d
   6533 prathik+  20   0   11980   5248   4352 S   0.0   0.0   0:00.70 dbus-daemon
   6535 prathik+  20   0  238044   7552   7168 S   0.0   0.0   0:00.05 gvfsd
   6540 prathik+  20   0  380892   6016   5760 S   0.0   0.0   0:00.01 gvfsd-fuse
   6550 prathik+  39  19  643288  24572  22160 S   0.0   0.0   0:02.57 tracker-miner-f
   6555 prathik+  20   0  315816   9984   8704 S   0.0   0.0   0:06.39 gvfs-udisks2-vo
   6560 prathik+  20   0  312620   7424   7168 S   0.0   0.0   0:00.09 gvfs-afc-volume
   6565 prathik+  20   0  234044   5888   5888 S   0.0   0.0   0:00.02 gvfs-goa-volume
   6569 prathik+  20   0  575916  32128  31488 S   0.0   0.0   0:01.23 goa-daemon
   6576 prathik+  20   0  335800  14464  12928 S   0.0   0.0   0:00.08 goa-identity-se
   6578 prathik+  20   0  238032   7424   7424 S   0.0   0.0   0:00.00 gnome-keyring-d
   6588 prathik+  20   0  233984   6400   6016 S   0.0   0.0   0:00.02 gvfs-mtp-volume
   6592 prathik+  20   0  235072   6528   6272 S   0.0   0.0   0:00.03 gvfs-gphoto2-vo
   6598 prathik+  20   0  159832   5632   5632 S   0.0   0.0   0:00.01 gdm-x-session
   6600 root      20   0   24.3g  72616  58440 S   0.0   0.1   0:40.53 Xorg
   6624 prathik+  20   0  220440  13824  13824 S   0.0   0.0   0:00.04 gnome-session-b
   6706 prathik+  20   0  309620   7424   7168 S   0.0   0.0   0:00.01 at-spi-bus-laun
   6712 prathik+  20   0   10976   4736   4352 S   0.0   0.0   0:00.14 dbus-daemon
   6722 prathik+  20   0   89308   5120   5120 S   0.0   0.0   0:00.00 gnome-session-c
   6733 prathik+  20   0  445320  15984  14704 S   0.0   0.0   0:00.13 gnome-session-b
   6756 prathik+  20   0 4726060 282092 139720 S   0.0   0.4   1:28.42 gnome-shell
   6776 prathik+  20   0  583004  16896  16896 S   0.0   0.0   0:00.06 gnome-shell-cal
   6777 prathik+  20   0  233552   5632   5632 S   0.0   0.0   0:00.01 xdg-permission-
   6785 prathik+  20   0 1071860  22016  20992 S   0.0   0.0   0:00.08 evolution-sourc
   6794 prathik+  20   0  156940   5504   5248 S   0.0   0.0   0:00.02 dconf-service
   6798 prathik+  20   0  840268  24832  24064 S   0.0   0.0   0:01.20 evolution-calen
   6810 prathik+  20   0  669756  23552  22784 S   0.0   0.0   0:01.18 evolution-addre
   6820 prathik+  20   0  385992   8192   7552 S   0.0   0.0   0:01.46 gvfsd-trash
   6833 prathik+  20   0 2928688  25636  22400 S   0.0   0.0   0:00.06 gjs
   6835 prathik+  20   0  162816   8064   7424 S   0.0   0.0   0:00.48 at-spi2-registr
   6855 prathik+  20   0  476140  11868  10972 S   0.0   0.0   0:01.44 xdg-desktop-por
   6865 prathik+  20   0  460572   6784   6528 S   0.0   0.0   0:00.03 xdg-document-po
   6871 root      20   0    5156   2304   2304 S   0.0   0.0   0:00.00 fusermount3
   6876 prathik+  20   0 1332444  78324  57184 S   0.0   0.1   0:03.47 xdg-desktop-por
   6896 prathik+  20   0    2892   1664   1664 S   0.0   0.0   0:00.00 sh
   6897 prathik+  20   0  307820   6528   6272 S   0.0   0.0   0:00.01 gsd-a11y-settin
   6899 prathik+  20   0  388972   9136   7040 S   0.0   0.0   0:11.46 ibus-daemon
   6901 prathik+  20   0  534580  22352  20300 S   0.0   0.0   0:00.14 gsd-color
   6903 prathik+  20   0  372864  14208  14080 S   0.0   0.0   0:00.01 gsd-datetime
   6905 prathik+  20   0  309728   7552   7040 S   0.0   0.0   0:04.32 gsd-housekeepin
   6908 prathik+  20   0  338812  17504  17032 S   0.0   0.0   0:00.09 gsd-keyboard
   6910 prathik+  20   0  864772  23112  21420 S   0.0   0.0   0:00.13 gsd-media-keys
   6913 prathik+  20   0  451132  20780  19896 S   0.0   0.0   0:00.13 gsd-power
   6917 prathik+  20   0  249544  10320   9808 S   0.0   0.0   0:00.00 gsd-print-notif
   6919 prathik+  20   0  455256   6272   6016 S   0.0   0.0   0:00.92 gsd-rfkill
   6921 prathik+  20   0  233688   6016   5888 S   0.0   0.0   0:00.00 gsd-screensaver
   6925 prathik+  20   0  463868  11520   8960 S   0.0   0.0   0:04.81 gsd-sharing
   6928 prathik+  20   0  383432   7552   7424 S   0.0   0.0   0:00.00 gsd-smartcard
   6931 prathik+  20   0  232276   7168   6016 S   0.0   0.0   0:00.03 gsd-disk-utilit
   6932 prathik+  20   0  316740   8832   8576 S   0.0   0.0   0:00.01 gsd-sound
   6935 prathik+  20   0  339120  17480  16824 S   0.0   0.0   0:00.10 gsd-wacom
   6939 prathik+  20   0  346140  23040  22068 S   0.0   0.0   0:00.13 gsd-xsettings
   6945 prathik+  20   0  819532  58456  51148 S   0.0   0.1   0:00.26 evolution-alarm
   6980 prathik+  20   0  160892   6656   6656 S   0.0   0.0   0:00.00 ibus-memconf
   6981 prathik+  20   0  269880  21944  17828 S   0.0   0.0   0:03.14 ibus-extension-
   7015 prathik+  20   0  191520  17880  17296 S   0.0   0.0   0:00.08 ibus-x11
   7025 prathik+  20   0  234672   6912   6784 S   0.0   0.0   0:00.01 ibus-portal
   7055 prathik+  20   0  339756  13184  12672 S   0.0   0.0   0:00.01 gsd-printer
   7060 prathik+  20   0  343548  22660  21284 S   0.0   0.0   0:00.19 xdg-desktop-por
   7072 prathik+  20   0 2936880  25116  22528 S   0.0   0.0   0:00.07 gjs
   7073 prathik+  20   0  160884   7168   6784 S   0.0   0.0   0:03.46 ibus-engine-sim
   7141 prathik+  20   0 3121792  54652  44032 S   0.0   0.1   0:02.71 gjs
   7160 prathik+  20   0  160452   6272   6016 S   0.0   0.0   0:00.01 gvfsd-metadata
   7244 prathik+  20   0  903496  60344  42656 S   0.0   0.1   0:27.78 gnome-terminal-
   7266 prathik+  20   0   10084   4324   3684 S   0.0   0.0   0:00.12 bash
   7287 prathik+  20   0   10084   4096   3712 S   0.0   0.0   0:00.00 bash
   7308 prathik+  20   0   12928   5888   4096 S   0.0   0.0   2:31.91 htop
   8945 prathik+  20   0  416220  22016  19200 S   0.0   0.0   0:00.20 update-notifier
  14037 prathik+  20   0   32.7g 227856 166676 S   0.0   0.3   0:44.49 chrome
  14042 prathik+  20   0    5912   1792   1792 S   0.0   0.0   0:00.00 cat
  14043 prathik+  20   0    5912   1792   1792 S   0.0   0.0   0:00.00 cat
  14045 prathik+  20   0   32.0g   2304   2304 S   0.0   0.0   0:00.00 chrome_crashpad
  14047 prathik+  20   0   32.0g   2176   2176 S   0.0   0.0   0:00.00 chrome_crashpad
  14053 prathik+  20   0   32.3g  38656  38144 S   0.0   0.1   0:00.03 chrome
  14054 prathik+  20   0   32.3g  40832  38400 S   0.0   0.1   0:00.02 chrome
  14055 prathik+  20   0   32.0g   2560   2560 S   0.0   0.0   0:00.00 nacl_helper
  14058 prathik+  20   0   32.3g   6724   4096 S   0.0   0.0   0:00.03 chrome
  14085 prathik+  20   0   32.7g 152548 112076 S   0.0   0.2   0:40.98 chrome
  14087 prathik+  20   0   32.4g  75560  69248 S   0.0   0.1   0:13.68 chrome
  14098 prathik+  20   0   32.4g  31424  28288 S   0.0   0.0   0:00.19 chrome
  14187 prathik+  20   0   32.6g   9592   8172 S   0.0   0.0   0:00.00 chrome
  14210 prathik+  20   0 1132.0g 178348  83664 S   0.0   0.3   3:25.31 chrome
  15017 prathik+  20   0 1208432  75624  53624 S   0.0   0.1   0:09.23 nautilus
  16730 root      20   0       0      0      0 I   0.0   0.0   0:00.66 kworker/1:2-events
  18089 root      20   0       0      0      0 I   0.0   0.0   0:00.94 kworker/0:2-rcu_gp
  18240 root      20   0       0      0      0 I   0.0   0.0   0:00.91 kworker/u28:0-events_unbound
  92083 root      20   0       0      0      0 I   0.0   0.0   0:00.27 kworker/8:1-events
  93526 prathik+  20   0  386120   8576   7936 S   0.0   0.0   0:00.02 gvfsd-network
  93559 prathik+  20   0  314220   8704   7936 S   0.0   0.0   0:00.06 gvfsd-dnssd
  96354 root      20   0       0      0      0 I   0.0   0.0   0:00.45 kworker/7:0-ipv6_addrconf
  96402 root      20   0       0      0      0 I   0.0   0.0   0:00.08 kworker/12:2-events
  96596 root      20   0       0      0      0 I   0.0   0.0   0:00.25 kworker/5:2-events
  97455 root      20   0       0      0      0 I   0.0   0.0   0:00.25 kworker/8:2-events
  98881 root      20   0       0      0      0 I   0.0   0.0   0:00.41 kworker/6:1-rcu_gp
  99324 root      20   0       0      0      0 I   0.0   0.0   0:00.11 kworker/9:2-rcu_gp
 100045 root      20   0       0      0      0 I   0.0   0.0   0:00.24 kworker/9:3-events
 102014 root      20   0       0      0      0 I   0.0   0.0   0:00.48 kworker/u28:3-writeback
 103590 root      20   0       0      0      0 I   0.0   0.0   0:00.05 kworker/11:2-events
 104322 root      20   0       0      0      0 I   0.0   0.0   0:00.12 kworker/13:1-cgroup_destroy
 104335 root      20   0       0      0      0 I   0.0   0.0   0:00.39 kworker/u28:1-writeback
 104371 root      20   0       0      0      0 I   0.0   0.0   0:00.14 kworker/10:0-rcu_gp
 104757 root      20   0       0      0      0 I   0.0   0.0   0:00.18 kworker/1:0-events
 104852 root      20   0       0      0      0 I   0.0   0.0   0:00.10 kworker/2:0-cgroup_destroy
 104951 root      20   0       0      0      0 I   0.0   0.0   0:00.12 kworker/9:0-events
 105045 root      20   0       0      0      0 I   0.0   0.0   0:00.19 kworker/6:0-events
 105422 prathik+  20   0 1132.0g 155924 104232 S   0.0   0.2   0:03.71 chrome
 105477 prathik+  20   0 1132.0g  87396  79232 S   0.0   0.1   0:00.09 chrome
 105503 prathik+  20   0 1131.9g  56596  49920 S   0.0   0.1   0:00.02 chrome
 106172 root      20   0       0      0      0 I   0.0   0.0   0:00.10 kworker/10:1-ipv6_addrconf
 106232 root      20   0       0      0      0 I   0.0   0.0   0:00.09 kworker/4:2-events
 106765 root      20   0       0      0      0 I   0.0   0.0   0:00.06 kworker/3:2-events
 106818 root      20   0       0      0      0 I   0.0   0.0   0:00.09 kworker/13:3-cgwb_release
 107419 root      20   0       0      0      0 I   0.0   0.0   0:00.08 kworker/4:3-events
 107436 root      20   0       0      0      0 I   0.0   0.0   0:00.10 kworker/7:2-rcu_gp
 107481 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker/5:1-events
 108199 root      20   0       0      0      0 I   0.0   0.0   0:00.07 kworker/2:1-events
 109576 root      20   0       0      0      0 I   0.0   0.0   0:00.44 kworker/u28:6-flush-252:1
 110582 root      20   0       0      0      0 I   0.0   0.0   0:00.12 kworker/11:3-events
 113900 prathik+  20   0 1098240  62120  45316 S   0.0   0.1   0:04.61 gedit
 115027 root      20   0       0      0      0 I   0.0   0.0   0:00.12 kworker/u28:8-flush-252:1
 116138 root      20   0       0      0      0 I   0.0   0.0   0:00.11 kworker/3:1-events
 116223 root      20   0       0      0      0 I   0.0   0.0   0:00.07 kworker/6:2-events
 116330 root      20   0       0      0      0 I   0.0   0.0   0:00.07 kworker/12:1-events
 116370 root      20   0       0      0      0 I   0.0   0.0   0:00.07 kworker/0:0-events
 116371 root      20   0       0      0      0 I   0.0   0.0   0:00.19 kworker/13:0-events
 116962 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/5:0-rcu_gp
 116989 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/11:0-rcu_gp
 117200 root      20   0       0      0      0 I   0.0   0.0   0:00.13 kworker/0:1-events
 117488 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/8:0-rcu_gp
 120241 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/1:1-cgroup_destroy
 120671 root      20   0       0      0      0 I   0.0   0.0   0:00.05 kworker/1:3-ipv6_addrconf
 121359 root      20   0       0      0      0 I   0.0   0.0   0:00.04 kworker/6:3-events
 121894 root      20   0  719852  10368   8192 S   0.0   0.0   0:00.01 containerd-shim
 121930 999       20   0 1586332  98176  40960 S   0.0   0.1   0:01.19 mongod
 121992 root      20   0  719596  10484   8192 S   0.0   0.0   0:00.00 containerd-shim
 122010 root      20   0  719852  10240   8320 S   0.0   0.0   0:00.00 containerd-shim
 122012 root      20   0       0      0      0 I   0.0   0.0   0:00.02 kworker/7:1-events
 122101 11211     20   0  411364   4224   3200 S   0.0   0.0   0:00.04 memcached
 122102 999       20   0 4218152   3.4g   7552 S   0.0   5.5   0:09.84 redis-server
 122125 root      20   0  719596  10112   7936 S   0.0   0.0   0:00.01 containerd-shim
 122133 root      20   0  719596   9984   7808 S   0.0   0.0   0:00.02 containerd-shim
 122166 root      20   0  719596  10460   8320 S   0.0   0.0   0:00.01 containerd-shim
 122281 999       20   0 1586332  98304  40832 S   0.0   0.2   0:01.20 mongod
 122312 999       20   0 1586332  98560  41088 S   0.0   0.2   0:01.21 mongod
 122318 999       20   0 1586332  97920  40704 S   0.0   0.1   0:01.18 mongod
 122436 root      20   0  719852  10336   8192 S   0.0   0.0   0:00.01 containerd-shim
 122446 root      20   0  719660  10488   8192 S   0.0   0.0   0:00.00 containerd-shim
 122502 root      20   0 1082284   3584   2688 S   0.0   0.0   0:00.00 docker-proxy
 122508 root      20   0 1156272   3712   2816 S   0.0   0.0   0:00.00 docker-proxy
 122524 999       20   0 1585300  98048  40832 S   0.0   0.1   0:01.19 mongod
 122525 11211     20   0  411364   4352   3328 S   0.0   0.0   0:00.03 memcached
 122542 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/3:0-ipv6_addrconf
 122566 root      20   0 1082028   3456   2688 S   0.0   0.0   0:00.00 docker-proxy
 122577 root      20   0 1082284   3584   2688 S   0.0   0.0   0:00.00 docker-proxy
 122631 root      20   0  719596  10324   8064 S   0.0   0.0   0:00.01 containerd-shim
 122632 root      20   0  719596  10100   7936 S   0.0   0.0   0:00.01 containerd-shim
 122699 11211     20   0  411364   4480   3328 S   0.0   0.0   0:00.05 memcached
 122700 10001     20   0 1266656  34560  24832 S   0.0   0.1   0:00.09 all-in-one-linu
 122777 root      20   0       0      0      0 I   0.0   0.0   0:00.03 kworker/1:4-events
 122824 root      20   0  719916  10240   8192 S   0.0   0.0   0:00.01 containerd-shim
 122908 999       20   0  133928  12032   7680 S   0.0   0.0   0:00.23 redis-server
 122914 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/7:3-events
 122930 root      20   0  719916  10352   8192 S   0.0   0.0   0:00.00 containerd-shim
 122931 root      20   0  719596  10364   8192 S   0.0   0.0   0:00.01 containerd-shim
 122997 999       20   0 1586332  97664  40448 S   0.0   0.1   0:01.19 mongod
 123022 root      20   0  719852   9980   8064 S   0.0   0.0   0:00.00 containerd-shim
 123087 root      20   0 1155760   3584   2688 S   0.0   0.0   0:00.00 docker-proxy
 123094 root      20   0 1229748   3456   2688 S   0.0   0.0   0:00.00 docker-proxy
 123108 root      20   0  719596   9596   7808 S   0.0   0.0   0:00.01 containerd-shim
 123125 11211     20   0  411364   4480   3328 S   0.0   0.0   0:00.02 memcached
 123189 root      20   0 1229748   3712   2816 S   0.0   0.0   0:00.00 docker-proxy
 123197 root      20   0 1156016   3584   2688 S   0.0   0.0   0:00.00 docker-proxy
 123205 root      20   0   64884   9804   7628 S   0.0   0.0   0:00.04 openresty
 123221 root      20   0  719596  10240   8064 S   0.0   0.0   0:00.01 containerd-shim
 123252 root      20   0  719852  10624   8320 S   0.0   0.0   0:00.01 containerd-shim
 123406 root      20   0  151108  10496   9600 S   0.0   0.0   0:00.03 SocialGraphServ
 123407 root      20   0  155116  10752   9600 S   0.0   0.0   0:00.03 PostStorageServ
 123439 root      20   0  719852  10084   8064 S   0.0   0.0   0:00.01 containerd-shim
 123477 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker/10:2-events
 123543 root      20   0   46476   7168   6656 S   0.0   0.0   0:00.02 MediaService
 123654 root      20   0  719596  10368   7936 S   0.0   0.0   0:00.01 containerd-shim
 123732 root      20   0  719852  10364   8192 S   0.0   0.0   0:00.01 containerd-shim
 123744 root      20   0   81308  10624   9472 S   0.0   0.0   0:00.02 UserMentionServ
 123761 nobody    20   0   69880   8492   5824 S   0.0   0.0   0:00.00 openresty
 123762 nobody    20   0   69880   8492   5824 S   0.0   0.0   0:00.00 openresty
 123763 nobody    20   0   69880   8492   5824 S   0.0   0.0   0:00.00 openresty
 123764 nobody    20   0   69880   8492   5824 S   0.0   0.0   0:00.00 openresty
 123765 nobody    20   0   69880   8492   5824 S   0.0   0.0   0:00.00 openresty
 123766 nobody    20   0   69880   8492   5824 S   0.0   0.0   0:00.00 openresty
 123767 nobody    20   0   69880   8492   5824 S   0.0   0.0   0:00.00 openresty
